Rapportår	Inkubator	Orgnr_ink	Målbedrift	MålbedriftID	Orgnr_bedrift	Fase	Avtalestart	Avtaleslutt	Avslutt engasjement	Bransje	NACE	Etableringsdato	Etableringsår	Fylke	Kommunenr	Kommune	I Forr.messig innovasjon i løpet av året	Inkubatorbedrift i løpet av året	I Preinkubasjon i løpet av året	Kvinnelig daglig leder	Kvinnelig styreleder	KvinneligGrunder	Markedsverdien på innovasjonsstøttetjenester fra inkubatoren	Fakturert egenandel	Sum innovasjonsstøtte fra inkubatoren	Støtteintensitet	kommune_lat	kommune_lon	kommune_lat_lon	fylke_lat	fylke_lon	fylke_lat_lon	Avtalestart_år	Avtaleslutt_år
2013	Innoventus Sør AS	980560295	MORILD NORWAY AS	775.0	996478661	Inkubatorbedrift	2012-12-17	2015-04-30	USANN	Annet	(tom)	2011-01-12	2011	VEST-AGDER	1001	KRISTIANSAND	0.0	1.0	0.0	1	1	1	205160	0	205160	100	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2015
2013	Innoventus Sør AS	980560295	De jentene der AS	776.0	996312704	Alumni	2012-01-27	2013-12-31	(tom)	Annet	(tom)	2010-12-16	2010	VEST-AGDER	1001	KRISTIANSAND	0.0	1.0	0.0	(tom)	(tom)	(tom)	2400	1000	1400	58.33	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	Kuhlmann og Leuchter AS	777.0	998198240	Preinkubasjon	2012-09-14	2013-06-19	USANN	Annet	(tom)	2012-02-15	2012	VEST-AGDER	1001	KRISTIANSAND	0.0	0.0	1.0	0	0	0	1200	0	1200	100	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	iCalls	778.0	986746463	Alumni	2012-05-21	2013-06-18	(tom)	IKT	(tom)	2004-04-03	2004	VEST-AGDER	1001	KRISTIANSAND	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	Joboffshore AS	779.0	998396697	Alumni	2012-03-14	2013-03-14	(tom)	(tom)	(tom)	2012-05-21	2012	(tom)	(tom)	(tom)	0.0	0.0	1.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							2012	2013
2013	Innoventus Sør AS	980560295	ProQual AS	780.0	890725732	Alumni	2012-01-26	2013-12-31	(tom)	Industri	(tom)	2007-01-17	2007	AUST-AGDER	0906	ARENDAL	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.46039	8.76501	58.46039,8.76501	58.46443000000001	8.76676	58.46443,8.76676	2012	2013
2013	Innoventus Sør AS	980560295	Medontime AS	781.0	985223246	Preinkubasjon	2012-01-24	2013-12-31	USANN	Helse	(tom)	2002-12-19	2002	VEST-AGDER	1002	MANDAL	0.0	0.0	1.0	0	0	0	0	0	0	0	58.02633	7.450139999999998	58.02633,7.45014	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	APOX ENTERTAINMENT R Mahmutagic	782.0	992022469	Preinkubasjon	2012-12-05	2013-12-31	USANN	Annet	(tom)	2007-12-04	2007	VEST-AGDER	1001	KRISTIANSAND	0.0	0.0	1.0	0	0	0	24000	6000	18000	75	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	Trilobite Microsystems AS	784.0	997121368	Alumni	2013-01-24	2013-12-31	(tom)	Industri	(tom)	2011-07-07	2011	VEST-AGDER	1001	KRISTIANSAND	0.0	1.0	0.0	(tom)	(tom)	(tom)	175975	43994	131981	75	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2013	2013
2013	Innoventus Sør AS	980560295	GWOK AS	787.0	998413133	Inkubatorbedrift	2012-01-01	2013-12-31	USANN	Tjenesteyting	(tom)	2012-04-19	2012	VEST-AGDER	1001	KRISTIANSAND	0.0	1.0	0.0	1	1	1	216228	54057	162171	75	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	Naturexpo AS	789.0	886223382	Preinkubasjon	2012-10-03	2013-10-03	USANN	Reiseliv	(tom)	2003-09-01	2003	VEST-AGDER	1001	KRISTIANSAND	0.0	0.0	1.0	0	0	0	26250	6563	19687	75	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	ALLTEC AS	110.0	913272382	Inkubatorbedrift	2013-10-03	2015-12-31	USANN	Industri	(tom)	2013-12-10	2013	VEST-AGDER	0914	TVEDESTRAND	0.0	1.0	0.0	0	0	0	90000	0	90000	100	58.62616	8.92637	58.62616,8.92637	58.15106	7.99403	58.15106,7.99403	2013	2015
2013	Innoventus Sør AS	980560295	Eliasland AS	788.0	911955210	Preinkubasjon	2012-11-25	2013-11-25	USANN	Reiseliv	(tom)	2013-04-30	2013	VEST-AGDER	1001	KRISTIANSAND	0.0	0.0	1.0	0	0	0	364017	91004	273013	75	58.14641999999999	7.996869999999999	58.14642,7.99687	58.15106	7.99403	58.15106,7.99403	2012	2013
2013	Innoventus Sør AS	980560295	CATSJ AS	774.0	999591361	Inkubatorbedrift	2012-11-21	2015-12-31	USANN	Tjenesteyting	(tom)	2013-01-07	2013	VEST-AGDER	1014	VENNESLA	0.0	1.0	0.0	0	0	0	183346	0	183346	100	58.34271	7.9759600000000015	58.34271,7.97596	58.15106	7.99403	58.15106,7.99403	2012	2015
2013	Validè AS	916541554	SCALE PROTECTION AS	1914.0	996226174	Inkubatorbedrift	2012-06-05	2014-06-05	USANN	Energi	(tom)	2010-10-27	2010	NORDLAND	1903	HARSTAD	0.0	1.0	0.0	0	0	0	0	0	0	100	68.79896	16.5293	68.79896,16.5293	67.2804378	14.37639	67.2804378,14.37639	2012	2014
2013	Validè AS	916541554	BIOTATOOLS AS	1919.0	994729357	Postinkubasjon	2010-06-17	2012-06-17	USANN	Annet	(tom)	2009-10-28	2009	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2010	2012
2013	Validè AS	916541554	Genderguide	2576.0	989077872	Postinkubasjon	2009-01-01	2011-12-31	USANN	Mat og Natur	(tom)	2005-11-25	2005	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2009	2011
2013	Validè AS	916541554	Energimat AS	429.0	997432053	Inkubatorbedrift	2011-10-28	2014-10-28	USANN	Mat og Natur	(tom)	2011-08-22	2011	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	285000	87420	197580	69.33	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2011	2014
2013	Validè AS	916541554	ROGALAND MASSIVTRE AS	657.0	998498333	Inkubatorbedrift	2012-11-01	2014-11-01	USANN	Mat og Natur	(tom)	2012-08-24	2012	ROGALAND	1130	STRAND	0.0	1.0	0.0	0	0	0	146000	59000	87000	59.59	59.02352	6.04272	59.02352,6.04272	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	ÅSLAUG ELISABETH GRØNVIK	658.0	869797472	Inkubatorbedrift	2012-07-02	2014-07-02	USANN	Mat og Natur	(tom)	1995-02-20	1995	ROGALAND	1133	HJELMELAND	0.0	1.0	0.0	1	0	1	12000	7440	4560	38	59.23668000000001	6.179119999999998	59.23668,6.17912	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	Jan Haslemo	659.0	991474242	Inkubatorbedrift	2010-12-20	2013-12-31	USANN	Mat og Natur	(tom)	2007-07-12	2007	ROGALAND	1160	VINDAFJORD	0.0	1.0	0.0	0	0	0	3750	2325	1425	38	59.60543000000001	5.8078400000000014	59.60543,5.80784	58.96485	 5.73094	58.96485, 5.73094	2010	2013
2013	Validè AS	916541554	Nicola AS	664.0	997265874	Postinkubasjon	2011-04-14	2013-09-11	SANN	Mat og Natur	(tom)	2011-06-01	2011	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2011	2013
2013	Validè AS	916541554	RYFYLKE SMAK AS	681.0	993820253	Inkubatorbedrift	2012-04-25	2013-12-31	USANN	Mat og Natur	(tom)	2009-01-09	2009	ROGALAND	1141	FINNØY	0.0	1.0	1.0	1	0	0	46500	18135	28365	61	59.17117	5.87398	59.17117,5.87398	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2013	Validè AS	916541554	Grumpzu	2255.0	812283812	Preinkubasjon	2013-11-11	2015-03-15	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							2013	2015
2013	Validè AS	916541554	Robot Solutions	1565.0	912693465	Preinkubasjon	2013-09-13	2015-12-31	USANN	Annet	(tom)	2013-09-13	2013	ROGALAND	1141	FINNØY	0.0	0.0	1.0	0	0	0	0	0	0	0	59.17117	5.87398	59.17117,5.87398	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2013	Validè AS	916541554	Jack-Pack	1582.0	998720567	Inkubatorbedrift	2013-07-01	2014-06-30	USANN	Industri	(tom)	2012-06-27	2012	ROGALAND	1102	SANDNES	0.0	1.0	0.0	0	0	0	36000	12500	23500	65.28	58.8476	5.72855	58.8476,5.72855	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Monod	1898.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	IKT	(tom)	2013-01-01	2013	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	(tom	(tom
2013	Validè AS	916541554	Apres	1904.0	995460181	Alumni	2010-05-19	2012-05-19	(tom)	(tom)	(tom)	2010-04-29	2010	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	16500	(tom)	16500	100							2010	2012
2013	Validè AS	916541554	Selvaag&Smith	1905.0	995251450	Postinkubasjon	2009-12-28	2012-12-28	USANN	Industri	(tom)	2009-12-28	2009	ROGALAND	1141	FINNØY	0.0	0.0	0.0	0	0	0	0	0	0	0	59.17117	5.87398	59.17117,5.87398	58.96485	 5.73094	58.96485, 5.73094	2009	2012
2013	Validè AS	916541554	Tificate	1906.0	990964017	Postinkubasjon	2008-05-02	2011-12-31	USANN	Tjenesteyting	(tom)	2006-12-01	2006	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2008	2011
2013	Validè AS	916541554	Dual Attention	1908.0	991266194	Postinkubasjon	2007-06-01	2009-06-01	USANN	IKT	(tom)	2007-03-30	2007	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	1	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2007	2009
2013	Validè AS	916541554	Virtech	1909.0	993556157	Postinkubasjon	2011-01-18	2013-12-31	SANN	IKT	(tom)	2009-01-01	2009	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2011	2013
2013	Validè AS	916541554	GWind	1910.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Emtek	1922.0	992678569	Postinkubasjon	2008-04-01	2011-04-01	USANN	Annet	(tom)	2008-04-17	2008	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2008	2011
2013	Validè AS	916541554	Trine Mathiesen Gilje - Almus	1926.0	(tom)	Preinkubasjon	2013-11-30	(tom)	USANN	Annet	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2013	Validè AS	916541554	Daniella Arriado	1927.0	(tom)	Preinkubasjon	2013-12-30	(tom)	USANN	Annet	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2013	Validè AS	916541554	Elisabeth Grødem	1928.0	(tom)	Preinkubasjon	2013-11-27	(tom)	USANN	Annet	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2013	Validè AS	916541554	Elin Melberg	1929.0	985300054	Inkubatorbedrift	2011-10-17	2013-11-17	USANN	Annet	(tom)	2003-02-03	2003	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2011	2013
2013	Validè AS	916541554	Else Leirvik	1930.0	992289783	Inkubatorbedrift	2012-02-16	2014-02-16	USANN	Annet	(tom)	2008-02-23	2008	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	0	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	MARIT VICTORIA WULFF ANDREASSEN	1931.0	986225005	Inkubatorbedrift	2012-08-30	2014-08-30	USANN	Annet	(tom)	2003-11-12	2003	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	Christine Urdal - KSL	1934.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Ingeborg Kvame - KSL 2013	1935.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Jan Kjetil Bjørheim - KSL 2013	1936.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Kristin Velle-George - KSL 2013	1937.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Sandra Vaka Olsen KSL 2013	1939.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Torill Brosten KSL 2013	1940.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Tove Kommedal KSL 2013	1941.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Bokforlaget	1942.0	993591815	Inkubatorbedrift	2009-10-20	(tom)	USANN	Annet	(tom)	2009-01-12	2009	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2009	(tom
2013	Validè AS	916541554	CCAP	1943.0	(tom)	Postinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Margrethe Aanestad	1944.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Randi Tytingvåg	1945.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Lubrinor AS	1989.0	896299182	Inkubatorbedrift	2010-10-17	2013-05-15	USANN	Industri	(tom)	2010-11-10	2010	ROGALAND	1122	GJESDAL	0.0	1.0	0.0	0	0	0	23250	10155	13095	56.32	58.76478	5.855	58.76478,5.855	58.96485	 5.73094	58.96485, 5.73094	2010	2013
2013	Validè AS	916541554	Familybikes AS	2013.0	934412737	Inkubatorbedrift	2011-08-10	2013-08-10	USANN	Annet	(tom)	1983-12-15	1983	ROGALAND	1120	KLEPP	0.0	1.0	0.0	0	0	0	0	0	0	0	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2011	2013
2013	Validè AS	916541554	Besseggen 1896 AS	2028.0	997982673	Inkubatorbedrift	2012-06-01	2014-06-01	USANN	Helse	(tom)	2012-01-06	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	0	0	0	246750	62000	184750	74.87	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	Klemsikring AS	2032.0	898191982	Inkubatorbedrift	2012-06-15	2014-06-15	USANN	Annet	(tom)	2012-02-17	2012	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	30000	27500	2500	8.33	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	FLOWERGUARD AS	2040.0	998551056	Inkubatorbedrift	2012-06-18	2014-06-18	USANN	Annet	(tom)	2012-06-18	2012	ROGALAND	1120	KLEPP	0.0	1.0	0.0	0	0	0	105750	77500	28250	26.71	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2013	Validè AS	916541554	Luftrommet	2049.0	997289358	Inkubatorbedrift	2012-06-15	2013-03-15	SANN	IKT	(tom)	2011-08-22	2011	ROGALAND	1121	TIME	0.0	1.0	0.0	0	0	0	13500	5000	8500	62.96	58.73636	5.65297	58.73636,5.65297	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2013	Validè AS	916541554	3PO TOOLS AS	2050.0	998890624	Inkubatorbedrift	2012-08-14	2013-12-31	USANN	Industri	(tom)	2012-08-14	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	0	0	0	70500	25000	45500	64.54	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2013	Validè AS	916541554	No Limitation AS	2058.0	998529638	Inkubatorbedrift	2012-06-15	2013-07-01	USANN	Helse	(tom)	2012-06-11	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	1	1	1	72000	33705	38295	53.19	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2013	Validè AS	916541554	Bildefiks AS	2059.0	998880459	Inkubatorbedrift	2013-05-14	2014-05-14	USANN	IKT	(tom)	2012-08-01	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	1	0	1	27000	16740	10260	38	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	OPE AS	2061.0	897065452	Inkubatorbedrift	2013-12-09	2014-12-09	USANN	Industri	(tom)	2011-06-16	2011	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2013	Validè AS	916541554	Presenter AS	2067.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Ole Martin Ølmheim	2069.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Pilatestudioet AS /Bryne	2071.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Nordvenn 	2076.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Mathallen Bryne / Anette Lerbrekk	2077.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Uphanging AS / Geir Inge Sivertsen	2078.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Minnomy AS / Thomas Moy	2079.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Catch More	2080.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Gatewaycleaner	2089.0	(tom)	Forr.messig innovasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	1.0	0.0	0.0	(tom)	(tom)	0	0	0	0	0							(tom	(tom
2013	Validè AS	916541554	Lubemaster	2090.0	(tom)	Forr.messig innovasjon	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	1.0	0.0	0.0	(tom)	(tom)	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Beon AS	2128.0	991800956	Inkubatorbedrift	2012-01-01	(tom)	USANN	IKT	(tom)	2007-08-06	2007	ROGALAND	1121	TIME	0.0	1.0	0.0	0	0	0	0	0	0	0	58.73636	5.65297	58.73636,5.65297	58.96485	 5.73094	58.96485, 5.73094	2012	(tom
2013	Validè AS	916541554	Digidoc Technologies	2132.0	912665585	Inkubatorbedrift	(tom)	(tom)	SANN	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	1.0	0.0	0	0	0	(tom)	(tom)	0	0							(tom	(tom
2013	Validè AS	916541554	Agri Line	2136.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Egersund Betongteknikk	2137.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Eggs	2138.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Ambientor	2140.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Tor Hodnes	2246.0	(tom)	Alumni	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2013	Validè AS	916541554	Erapoil	2248.0	993497231	Postinkubasjon	2010-01-20	2012-01-20	SANN	Mat og Natur	(tom)	2008-11-16	2008	ROGALAND	1120	KLEPP	0.0	0.0	0.0	0	0	0	0	0	0	0	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2010	2012
2013	Validè AS	916541554	Nordrop	2249.0	984679955	Postinkubasjon	2005-01-01	(tom)	USANN	Mat og Natur	(tom)	2002-06-26	2002	ROGALAND	1120	KLEPP	0.0	0.0	0.0	0	0	0	0	0	0	0	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2005	(tom
2013	Validè AS	916541554	Proplant	2250.0	992346639	Alumni	2007-12-31	2012-12-31	(tom)	Mat og Natur	(tom)	2008-02-27	2008	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2007	2012
2013	Validè AS	916541554	Bjellands asimut	2253.0	912207013	Preinkubasjon	2013-05-01	2013-11-01	SANN	Mat og Natur	(tom)	2013-07-13	2013	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	50000	25000	25000	50	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2013
